Product Line Id,Product Line Name,Product Family Id,Serial Pattern,Serial Hint
19e25341-14a5-5ba3-a17b-f35904650d78,Noise Cancelling Headphones,c227aadb-5ad7-5fc6-8ca8-4da6c7d26c9c,,
50af097c-2913-52ce-8f9f-3f68340a3755,Over-ear Headphones,c227aadb-5ad7-5fc6-8ca8-4da6c7d26c9c,,
c65e0e71-28b0-5da3-af15-b6b56be894f0,Sport Headphones,c227aadb-5ad7-5fc6-8ca8-4da6c7d26c9c,,
1ddf9fa0-b356-5697-88a0-493117fad0d9,Wireless Earbuds,c227aadb-5ad7-5fc6-8ca8-4da6c7d26c9c,,
e22870a7-97c8-50fc-bd0e-a507b08cb042,AV Receivers,9b6013bc-ab76-5359-b8be-a925d68fe07d,,
97500fb7-5fd5-5dfd-9e72-bf71722ad974,Soundbars,9b6013bc-ab76-5359-b8be-a925d68fe07d,,
01dfedd9-6784-581b-b55c-7327c0329a81,Surround Sound Systems,9b6013bc-ab76-5359-b8be-a925d68fe07d,,
f4aab44c-cbc8-52d1-afaa-a66192f127bc,Bluetooth Speakers,28c8d152-62bd-51fa-81d9-cd755261a006,,
ca58e5bc-411c-5390-97cb-c09c651802ee,Bookshelf Speakers,28c8d152-62bd-51fa-81d9-cd755261a006,,
e9c35491-bfe6-5487-a774-37a26a7095c4,Party Speakers,28c8d152-62bd-51fa-81d9-cd755261a006,,
5266ae99-6688-5dfa-b2cf-0fcc122f803d,Smart Speakers,28c8d152-62bd-51fa-81d9-cd755261a006,,
ad43bb6f-c24b-5f9d-af98-6d44c0764f91,All-in-One,9a74fea3-b226-5a01-bbc4-b9d0ee96f0d4,,
61922660-7474-57ec-b72b-e47d0e00ac40,Business Desktops,9a74fea3-b226-5a01-bbc4-b9d0ee96f0d4,,
55340533-665e-56d1-b019-ea80dba7e6fc,Gaming Desktops,9a74fea3-b226-5a01-bbc4-b9d0ee96f0d4,,
a5b60c56-c7e5-54d9-8951-c828527dcf60,Mini PCs,9a74fea3-b226-5a01-bbc4-b9d0ee96f0d4,,
eeaffb56-674b-52dd-a7f1-54adbff7fd1c,Business Laptops,56745baa-349a-5a60-89cd-671fc9f5e92b,,
d43d1a94-e259-562f-912f-b10a83508b99,Gaming Laptops,56745baa-349a-5a60-89cd-671fc9f5e92b,^LAP-\d{5}$,"asset tag: LAP- followed by 5 digits, e.g. LAP-00123"
f3ec0a37-7b2b-5e2b-b83d-2e61405233b0,Student Laptops,56745baa-349a-5a60-89cd-671fc9f5e92b,,
69213d4e-746c-5a82-ac33-9e68cf5713c4,Ultrabooks,56745baa-349a-5a60-89cd-671fc9f5e92b,^LAP-\d{5}$,"asset tag: LAP- followed by 5 digits, e.g. LAP-00123"
76891670-c2b0-54b4-b2f6-ccd82cad825b,Workstations,56745baa-349a-5a60-89cd-671fc9f5e92b,,
0831ee03-2e13-5667-8dd8-b1dab8556a59,Basic Monitors,d5348ba8-8cb6-5460-b541-578e3e691219,,
1cf8771f-2605-5590-86ba-40894b39fa65,Gaming Monitors,d5348ba8-8cb6-5460-b541-578e3e691219,,
27ccfe5c-ba38-5f76-bd99-50c26de19c68,Professional Monitors,d5348ba8-8cb6-5460-b541-578e3e691219,,
23c9cd9f-f2a9-54be-ba4b-fe4c808ae70e,3D Printers,85c0d91f-7bf1-5f2b-bc6a-734fc2a53dbc,,
9f7c2b67-7514-5ec0-86e8-47fa2958d9a4,All-in-One Printers,85c0d91f-7bf1-5f2b-bc6a-734fc2a53dbc,,
cfa2ea5a-9ba2-551b-82c1-3cbb19457af0,Inkjet Printers,85c0d91f-7bf1-5f2b-bc6a-734fc2a53dbc,,
7e3975a9-998f-50d9-a212-5fcfd238fd5b,Laser Printers,85c0d91f-7bf1-5f2b-bc6a-734fc2a53dbc,,
d1cff176-9f40-56a1-8963-c2a36f567719,Entertainment Tablets,53538782-0d5c-5fda-97df-9a9ce4bcf503,,
06d1ccb6-1652-57b3-befd-5de83894d3fa,Kids Tablets,53538782-0d5c-5fda-97df-9a9ce4bcf503,,
f5f42f13-88a8-53d3-9b94-7bcc8b0e5c83,Pro Tablets,53538782-0d5c-5fda-97df-9a9ce4bcf503,,
b87b9948-3c7c-587b-8fd9-00fc13b42bf6,Handheld Consoles,7b51bafb-b5e0-5f04-a057-7c188dce334c,,
a8f2f726-d3fc-5aca-a1ee-96460a0e6eb9,Next-gen Consoles,7b51bafb-b5e0-5f04-a057-7c188dce334c,,
61baefd1-83d6-5614-8995-f5b7ed222584,Retro Consoles,7b51bafb-b5e0-5f04-a057-7c188dce334c,,
4db9bec9-2fb0-5f15-8fce-d7a2131ab574,Gaming Chairs,0565c1dd-d4e1-5d69-a6e3-88f9a29de6c7,,
c9c75582-6fb3-54b0-bdc3-25d8fb21ff91,Gaming Laptops,0565c1dd-d4e1-5d69-a6e3-88f9a29de6c7,^LAP-\d{5}$,"asset tag: LAP- followed by 5 digits, e.g. LAP-00123"
d535f340-84b1-5bee-93d3-c7b116edea90,Gaming PCs,0565c1dd-d4e1-5d69-a6e3-88f9a29de6c7,,
aaac2bf8-3972-59cb-b4f7-404cab8b1c55,Gaming Peripherals,0565c1dd-d4e1-5d69-a6e3-88f9a29de6c7,,
a1d3d54f-380e-57c8-97f2-cac7af84ce6e,VR Controllers,86343ab6-2003-59f0-b134-ba4a5431aa50,,
b7bfe2d0-5f7d-53e9-8b16-afc87abb38fc,VR Headsets,86343ab6-2003-59f0-b134-ba4a5431aa50,,
13ce5c06-80e7-5d0d-8f65-02162f94bb6f,VR-Ready PCs,86343ab6-2003-59f0-b134-ba4a5431aa50,,
a23a4929-88bb-5c54-a8cf-1f7cf64431f9,Laptop Bags,8303f5ba-d24d-5025-b6a3-01f163ca00ad,,
78bd02df-24de-53c5-9af5-26daa0c131ad,Phone Cases,8303f5ba-d24d-5025-b6a3-01f163ca00ad,,
bb1d1692-a325-59f6-a1fe-5024357cdb86,Tablet Cases,8303f5ba-d24d-5025-b6a3-01f163ca00ad,,
abcf38aa-0cd0-5951-85d9-43d7386d83e1,Portable Chargers,ba962424-641e-5f45-a819-28bddf4aec92,,
915d440a-f649-5ac8-95ae-9867897c681e,Wall Chargers,ba962424-641e-5f45-a819-28bddf4aec92,,
e9d14c2d-9090-5c7a-a3e2-3a1742c4f2a6,Wireless Chargers,ba962424-641e-5f45-a819-28bddf4aec92,,
3c1717e8-63cc-5664-8688-e4afe8d232ec,Budget Phones,d8e1a98c-023a-51c1-a8e9-331719958ceb,,
12a02fb5-49ca-5d7f-8084-3eff14933ec7,Flagship Phones,d8e1a98c-023a-51c1-a8e9-331719958ceb,,
99b2a2bd-b279-552f-87fe-00a49e2ee874,Mid-range Phones,d8e1a98c-023a-51c1-a8e9-331719958ceb,,
01e8481b-e26c-547f-96d0-c3be9c82c16e,Fitness Watches,4a7516fb-3aff-5ccf-9c61-ee3af4273b56,,
e869643b-e46a-5e02-afed-f4b0fb2b9557,Kids Smartwatches,4a7516fb-3aff-5ccf-9c61-ee3af4273b56,,
c45a31c4-aaa3-5b1d-85ae-c7a1a0995b1f,Luxury Smartwatches,4a7516fb-3aff-5ccf-9c61-ee3af4273b56,,
2f823c9a-f441-5fdb-974e-a11aa3600f81,Firewalls,98928e36-005e-5b68-a0b9-ceb804074e02,,
439322a8-00e7-5dfb-ad6d-66bf6d2bc220,Network Attached Storage (NAS),98928e36-005e-5b68-a0b9-ceb804074e02,,
23531d08-3e6a-546e-8a8b-53dde9800291,VPN Routers,98928e36-005e-5b68-a0b9-ceb804074e02,,
92be4171-646a-5988-9eea-6d959576924c,4G/5G Routers,f1e59cd0-60e4-5469-9dc5-439ceb296492,,
1ad60987-e82b-58e2-9dc4-559f14b1e757,Gaming Routers,f1e59cd0-60e4-5469-9dc5-439ceb296492,,
d63c616c-d754-52eb-93b7-991440d2dc6f,Mesh Systems,f1e59cd0-60e4-5469-9dc5-439ceb296492,,
def149fe-f68e-5370-bb54-463495ed0914,Wi-Fi 6 Routers,f1e59cd0-60e4-5469-9dc5-439ceb296492,,
c8b36c77-a7ca-51bc-824d-a22d04137e98,Managed Switches,8145200b-1c65-51db-a1a7-ac9e7932141d,,
676ad8fc-9f02-545e-b7b9-cb840dba3d4f,PoE Switches,8145200b-1c65-51db-a1a7-ac9e7932141d,,
63425939-92d5-5414-8880-e0235e949c06,Unmanaged Switches,8145200b-1c65-51db-a1a7-ac9e7932141d,,
7bf284bd-0ebc-5b0f-9ccc-836d0419f821,WiFi Adapters,5de7b51f-29da-5147-9944-d9def46ed4b4,,
639cd399-eba8-5c8b-b1c5-02fd27657715,WiFi Extenders,5de7b51f-29da-5147-9944-d9def46ed4b4,,
61643752-0494-5abc-9c2d-2062c6a7fb45,Wireless Access Points,5de7b51f-29da-5147-9944-d9def46ed4b4,,
6d800e4a-876a-5374-b3ef-540d20c7422e,Smart Blinds,6bdb0794-5209-51c0-8406-7c69e00ecace,,
2b426637-6b5d-5d39-84da-2742344c9b84,Smart Lighting,6bdb0794-5209-51c0-8406-7c69e00ecace,,
afd86016-e7d2-541a-8341-bcf9cef73e74,Smart Plugs,6bdb0794-5209-51c0-8406-7c69e00ecace,,
ba0252a2-8a25-56b9-8845-71084551567f,Smart Thermostats,6bdb0794-5209-51c0-8406-7c69e00ecace,,
c4d4f543-52a3-54c4-9896-355afbf24766,Air Purifiers,a17d3786-c6c9-5de3-92d3-9bb63215043e,,
c9df625c-0f7c-52a9-bdb1-6dd07611a720,Dehumidifiers,a17d3786-c6c9-5de3-92d3-9bb63215043e,,
6787f562-8434-5091-b924-abf325f6f786,Smart Air Conditioners,a17d3786-c6c9-5de3-92d3-9bb63215043e,,
083ee8d8-65aa-5a48-860f-daffeaee8da1,Smart Fans,a17d3786-c6c9-5de3-92d3-9bb63215043e,,
b737e9ef-e927-530d-8e66-e1060eb420ec,Alarm Systems,86008bb3-b2c6-5fe8-8a62-9155b6b3755e,,
4aedc63e-2922-5128-b633-fbaeda39f23d,Security Cameras,86008bb3-b2c6-5fe8-8a62-9155b6b3755e,,
6e896a7c-2bff-557a-aaaa-54b73cc245c6,Smart Locks,86008bb3-b2c6-5fe8-8a62-9155b6b3755e,,
0c220b25-fb59-5529-9782-9e4e1eb32142,Video Doorbells,86008bb3-b2c6-5fe8-8a62-9155b6b3755e,,
27b0cd10-1a8e-5c8f-b3a2-4102fbe801fa,Action Cameras,a1bd12b0-eac9-52e8-b231-560de0232158,,
ca585ba4-99ac-5025-8a00-b9e157694f3e,DSLR Cameras,a1bd12b0-eac9-52e8-b231-560de0232158,,
86eacde5-0706-5a27-ad60-c719e5e650cf,Mirrorless Cameras,a1bd12b0-eac9-52e8-b231-560de0232158,,
4bcb78d8-f937-53bc-a52a-d6c60f440321,Security Cameras,a1bd12b0-eac9-52e8-b231-560de0232158,,
c6898bf0-968c-5ebb-acca-cef9105cb29e,Home Theater Projectors,95a60ec0-fae1-5bd3-89fe-f8b111a248ee,,
2eb8069e-a8c2-59d1-ac40-5447bb296e2d,Portable Projectors,95a60ec0-fae1-5bd3-89fe-f8b111a248ee,,
48d4a770-df2e-5149-8faa-14d6af9926b8,Short Throw Projectors,95a60ec0-fae1-5bd3-89fe-f8b111a248ee,,
8ff42280-e7e9-5e29-9595-5629e5450cc6,Gaming Consoles with Streaming,c947e2ba-9261-53ac-acbf-98d24d56ffce,,
478cc075-5c34-57df-882a-988711e63908,Streaming Boxes,c947e2ba-9261-53ac-acbf-98d24d56ffce,,
aa1552d1-2cf3-55d3-b71f-edffe2c0767f,Streaming Sticks,c947e2ba-9261-53ac-acbf-98d24d56ffce,,
ecefc75f-88f2-53fe-8e96-beadcd995fb3,LED TVs,fc01ab5b-1ce4-5f18-ac63-dbb984fabade,,
9020492a-38d9-5cdb-a901-c3078431fd66,OLED TVs,fc01ab5b-1ce4-5f18-ac63-dbb984fabade,,
0a7456ad-272a-58c6-8312-087d87d4c7a4,QLED TVs,fc01ab5b-1ce4-5f18-ac63-dbb984fabade,,
9af8caf3-149a-5873-94e4-2cb117e0023e,Smart TVs,fc01ab5b-1ce4-5f18-ac63-dbb984fabade,,
