Snapshot Date,Store Id,Product Id,Cost per Unit,Units on Hand,Units on Order,Units in Transit,Units Received,Units Shrunk,Reorder Point,Max Stock Level,Days of Supply,Inventory Value,Is Stockout,Is Low Stock,Lost Sales Units,Lost Sales Value,Lead Time Days,Merchant Id
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,555f13de-1a4d-5612-bfe3-02cdaced5210,133.55,378,0,0,0,1,23,488,377.86,50481.9,false,false,0,0.0,10,SUP-005
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,04a4fc0b-8472-5ae6-b81d-0f58ae79645b,135.73,414,0,0,0,0,49,439,423.85,56192.22,false,false,0,0.0,12,SUP-006
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,7bdce853-f8e1-5337-b087-35f21586f35d,210.96,380,0,0,0,0,40,438,746.71,80164.8,false,false,0,0.0,14,SUP-004
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,e9557779-f129-5a6f-ac07-7e3fd1b97bd9,330.62,319,0,0,0,0,30,332,312.45,105467.78,false,false,0,0.0,10,SUP-002
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,beabc348-eb1c-5667-81de-b9c020a2da07,425.01,233,0,0,0,1,31,394,260.53,99027.33,false,false,0,0.0,12,SUP-006
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,7733b2db-f2b3-52e1-bd0e-b01506e1c369,746.49,199,0,0,0,0,41,263,290.89,148551.51,false,false,0,0.0,10,SUP-008
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,472917bd-286a-5da2-983d-9f7b309cbf17,64.32,291,0,0,0,1,22,339,285.29,18717.12,false,false,0,0.0,7,SUP-003
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,5abab67a-d238-5319-bdd3-533db01096eb,362.74,141,0,0,0,0,42,256,47.18,51146.34,false,false,0,0.0,5,SUP-007
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,5b2c85ff-764b-57e5-8519-7dde4f4d554c,13.84,159,0,0,0,1,37,208,60.09,2200.56,false,false,0,0.0,5,SUP-007
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,770c643d-ca20-5bc5-b736-3a4a156e6878,430.78,312,0,0,0,0,26,457,539.94,134403.36,false,false,0,0.0,10,SUP-008
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,9d998316-c651-5177-82ba-6acef6928c56,768.64,274,0,0,0,0,47,442,468.84,210607.36,false,false,0,0.0,10,SUP-008
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,d5798442-cd2b-50c1-a2c7-cadde74a1aee,46.44,287,0,0,0,0,39,353,113.5,13328.28,false,false,0,0.0,5,SUP-007
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,18eef933-de4f-5108-a5ba-66eb7d12940d,152.83,149,0,0,0,0,25,204,133.58,22771.67,false,false,0,0.0,7,SUP-003
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,8f294c9f-9481-5e6f-a698-84a8c30dffaa,22.43,158,0,0,0,1,40,227,78.45,3543.94,false,false,0,0.0,5,SUP-001
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,82ac8c92-f807-5488-8fa3-d8d636daea92,5.14,151,0,0,0,1,32,233,62.04,776.14,false,false,0,0.0,5,SUP-007
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,f1751498-fe2f-54d5-895e-8dfd9e1e38cc,1618.18,356,0,0,0,1,43,415,413.39,576072.08,false,false,0,0.0,10,SUP-002
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,ffd9e4b8-1bfa-5699-8ae7-2432bb0798ae,435.4,210,0,0,0,1,35,261,144.66,91434.0,false,false,0,0.0,12,SUP-006
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,b11ee63c-4a38-5cfe-8354-f9dc387facf6,13.39,234,0,0,0,1,50,275,424.5,3133.26,false,false,0,0.0,10,SUP-008
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,8bc7914a-5424-5894-83b1-98b6c0a4bf61,1894.72,416,0,0,0,0,48,459,663.39,788203.52,false,false,0,0.0,14,SUP-004
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,e0ed2668-60a6-5138-83fe-d3098dada6cd,225.16,384,0,0,0,0,21,463,416.58,86461.44,false,false,0,0.0,12,SUP-006
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,c9a5f859-23c2-5fe2-9608-978415b0ade0,36.18,266,0,0,0,0,32,429,542.18,9623.88,false,false,0,0.0,14,SUP-004
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,2d1be7f0-3aea-5bf9-a37d-4ad33983040e,33.6,182,0,0,0,0,26,293,115.2,6115.2,false,false,0,0.0,5,SUP-001
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,941d6f16-6624-5881-8755-081b340c6db5,2794.65,367,0,0,0,0,33,374,438.61,1025636.55,false,false,0,0.0,10,SUP-002
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,d5580ee0-2993-5925-b238-06bce9fe8148,364.17,182,0,0,0,0,24,260,322.08,66278.94,false,false,0,0.0,12,SUP-006
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,dbc9a365-2fa4-5a16-a9f7-0c0f57ff1eb4,119.0,342,0,0,0,0,36,458,214.88,40698.0,false,false,0,0.0,7,SUP-003
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,0f4e95da-f09b-5574-89b7-172a6899d7df,7.75,143,0,0,0,0,24,225,38.84,1108.25,false,false,0,0.0,5,SUP-007
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,5f5c1da1-5924-5f79-a6ce-4c6ba3760865,221.88,416,0,0,0,1,39,424,522.99,92302.08,false,false,0,0.0,10,SUP-008
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,928dd323-5870-5e20-9130-3f101e46bfb7,255.36,324,0,0,0,0,34,353,524.08,82736.64,false,false,0,0.0,10,SUP-008
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,f25f940a-4002-59bb-bc8c-816a9448238d,73.62,332,0,0,0,0,50,427,338.58,24441.84,false,false,0,0.0,10,SUP-005
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,f477f846-3dc0-524e-884a-b5db57c0ff14,156.68,266,0,0,0,0,47,335,69.52,41676.88,false,false,0,0.0,5,SUP-007
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,b811bc1a-d6cd-52e2-b930-de6f81436a7d,910.07,198,0,0,0,1,38,247,354.9,180193.86,false,false,0,0.0,14,SUP-004
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,257e15a8-da4c-5656-920f-99bddab6af6f,158.48,355,0,0,0,1,33,426,274.99,56260.4,false,false,0,0.0,7,SUP-003
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,5abca059-8ee9-5083-984b-b1cfe0f52d1a,59.33,375,0,0,0,1,42,389,471.67,22248.75,false,false,0,0.0,10,SUP-008
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,054446b0-2559-5ef1-ab59-166ac89162c4,23.79,286,0,0,0,0,40,339,211.48,6803.94,false,false,0,0.0,10,SUP-005
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,51c113be-a7ba-5c68-afdf-1b52850aa12c,95.16,192,0,0,0,1,24,312,178.22,18270.72,false,false,0,0.0,7,SUP-003
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,6cec3884-6f39-5b75-8712-4c0b7c9e6fba,64.99,222,0,0,0,0,31,303,79.07,14427.78,false,false,0,0.0,5,SUP-007
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,04991981-b594-53de-b542-ade3a6404e69,15.81,298,0,0,0,0,50,344,98.13,4711.38,false,false,0,0.0,5,SUP-007
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,910dd6c0-4c4f-5f5b-b5c7-2a69fdcafb8c,627.93,158,0,0,0,2,29,278,115.52,99212.94,false,false,0,0.0,10,SUP-005
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,a4259b01-8e88-5043-97d5-19ec527e3b28,857.76,206,0,0,0,1,20,284,363.86,176698.56,false,false,0,0.0,14,SUP-004
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,9ec693cb-3647-5ff3-a100-fe20860bbf8c,1362.64,185,0,0,0,0,45,283,182.93,252088.4,false,false,0,0.0,10,SUP-002
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,6bc06d82-6b98-50ea-8512-fc50cec6f1c8,2455.15,174,0,0,0,2,48,203,295.14,427196.1,false,false,0,0.0,10,SUP-002
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,56c4689f-fda7-5653-b005-21739c69c987,1099.77,309,0,0,0,0,40,479,416.7,339828.93,false,false,0,0.0,10,SUP-002
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,f33ad02b-72f7-5f3a-880c-7a27a9937f8c,2640.95,217,0,0,0,0,39,271,113.69,573086.15,false,false,0,0.0,10,SUP-005
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,99e4f486-0320-5531-bad0-663a83da529c,134.11,152,0,0,0,0,30,249,388.18,20384.72,false,false,0,0.0,14,SUP-004
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,474e9f79-6597-5262-aebb-5104cfe104f2,1094.1,229,0,0,0,3,31,245,261.8,250548.9,false,false,0,0.0,7,SUP-003
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,05407e68-7690-50e8-ad5c-991b507e7009,1952.91,354,0,0,0,1,48,497,389.49,691330.14,false,false,0,0.0,10,SUP-002
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,c6a344b4-56e6-5759-96d9-8d6fc212fa8c,1289.19,250,0,0,0,0,46,343,152.31,322297.5,false,false,0,0.0,10,SUP-005
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,7669837f-6564-58ae-acad-9d3272a1bd51,94.41,268,0,0,0,0,35,298,380.93,25301.88,false,false,0,0.0,12,SUP-006
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,fec9f267-c8eb-52be-aca1-f29dc332faa2,12.89,232,0,0,0,0,29,321,182.9,2990.48,false,false,0,0.0,5,SUP-001
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,fc1c4c2f-aefb-53f4-a243-c712512711d7,377.05,138,0,0,0,0,25,226,130.35,52032.9,false,false,0,0.0,10,SUP-002
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,a2db9c0f-ce34-5d1b-b120-967272dca5a8,316.2,277,0,0,0,0,20,294,313.48,87587.4,false,false,0,0.0,10,SUP-005
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,cbf299a5-43b8-5d37-9003-79780cf03fe4,375.04,168,0,0,0,0,34,274,145.2,63006.72,false,false,0,0.0,10,SUP-005
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,1a57dbf2-c951-56fd-a8fb-6f566dfdcec2,16.51,343,0,0,0,0,37,441,257.17,5662.93,false,false,0,0.0,5,SUP-001
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,285119e4-958a-5b71-b6e1-f118026c07e2,1091.22,134,0,0,0,0,40,217,152.08,146223.48,false,false,0,0.0,10,SUP-002
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,9b57b3c2-56d5-5c2f-afd8-dabbc0186b6c,1752.29,278,0,0,0,0,44,328,194.65,487136.62,false,false,0,0.0,10,SUP-005
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,690069cb-c81b-52db-a0bd-11654fc35cff,17.01,295,0,0,0,0,31,437,151.01,5017.95,false,false,0,0.0,5,SUP-001
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,4181786c-1e26-518e-93b9-892ff404dc3b,7.04,412,0,0,0,1,25,450,115.09,2900.48,false,false,0,0.0,5,SUP-007
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,7bf4dae7-2b00-5ca7-8767-5fc4aa3ae4d2,50.79,230,0,0,0,0,46,354,158.81,11681.7,false,false,0,0.0,5,SUP-001
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,85da1ed6-cd9f-5359-94e6-72179867ab57,34.75,226,0,0,0,0,43,266,339.13,7853.5,false,false,0,0.0,12,SUP-006
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,41e0af72-15c6-5c0b-b6f4-625db7a15d1b,511.78,175,0,0,0,0,36,301,206.27,89561.5,false,false,0,0.0,10,SUP-002
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,f1a72748-ab43-5387-b356-9fd45b5ac047,111.74,163,0,0,0,1,21,266,164.16,18213.62,false,false,0,0.0,10,SUP-002
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,614e7540-1143-5f0e-8b95-0cdfa4edc80e,86.78,275,0,0,0,0,34,399,255.59,23864.5,false,false,0,0.0,7,SUP-003
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,5eaa47f2-db40-5c56-a0d5-613c4b80630a,536.95,261,0,0,0,1,39,288,138.43,140143.95,false,false,0,0.0,5,SUP-001
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,4abf68a5-e7cc-589a-9d6c-e17d2a56c8fa,618.08,377,0,0,0,0,46,389,219.94,233016.16,false,false,0,0.0,5,SUP-001
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,d0fb0abd-b8d0-51f0-8fcf-96a5a6ae43c9,41.71,326,0,0,0,0,35,397,224.07,13597.46,false,false,0,0.0,10,SUP-005
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,7bb5f81d-e85e-5ae8-94c9-e3b06cfb4fd0,15.12,341,0,0,0,0,34,482,180.44,5155.92,false,false,0,0.0,5,SUP-001
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,c6648278-b573-505f-a676-6a3b11d98b59,156.63,214,0,0,0,1,31,311,153.71,33518.82,false,false,0,0.0,5,SUP-001
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,62a61007-7c05-5c16-9acd-bedf29ec8750,3191.89,323,0,0,0,2,32,489,243.67,1030980.47,false,false,0,0.0,10,SUP-005
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,fda0af20-18a2-5d9f-b095-8e285220473d,132.22,228,0,0,0,0,20,320,219.6,30146.16,false,false,0,0.0,12,SUP-006
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,58b08680-a2d3-550b-86cd-647a05eecfdd,968.6,313,0,0,0,0,23,404,241.31,303171.8,false,false,0,0.0,10,SUP-005
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,d526d1be-ac9b-53f4-8035-2b216b3ab950,91.34,331,0,0,0,1,43,399,133.58,30233.54,false,false,0,0.0,5,SUP-007
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,c02a75e2-76cd-53ff-87fd-5b71a49025e6,103.95,298,0,0,0,2,31,446,277.21,30977.1,false,false,0,0.0,7,SUP-003
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,44d821bd-450c-5d64-b659-32c400866c08,166.91,200,0,0,0,0,46,341,165.44,33382.0,false,false,0,0.0,12,SUP-006
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,0bdfe7e8-906b-5548-b301-22aa3d49f518,369.61,356,0,0,0,0,32,438,470.31,131581.16,false,false,0,0.0,10,SUP-008
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,b233f46d-0f6b-5cbb-9246-6ff723b039b9,934.67,210,0,0,0,0,50,306,461.73,196280.7,false,false,0,0.0,14,SUP-004
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,f74d7024-ae41-5eca-aa5e-377ec665fce1,1709.27,252,0,0,0,0,25,347,141.18,430736.04,false,false,0,0.0,10,SUP-005
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,db44f4a2-ce15-5c39-b2c1-fc01c1a1e60b,76.68,304,0,0,0,0,25,350,328.65,23310.72,false,false,0,0.0,10,SUP-005
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,811e35d5-d9ee-5efd-ac3f-520bdfab2927,683.5,390,0,0,0,0,38,412,538.51,266565.0,false,false,0,0.0,10,SUP-002
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,d047a7f7-d9e9-51d0-9dcb-58c70e046250,2016.44,310,0,0,0,1,44,386,665.74,625096.4,false,false,0,0.0,14,SUP-004
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,ddc8f5d5-cdea-5917-b904-991be537f109,154.49,206,0,0,0,0,24,223,127.86,31824.94,false,false,0,0.0,7,SUP-003
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,068c334e-8c2c-588c-8475-16b1395f2496,232.06,310,0,0,0,0,35,443,650.54,71938.6,false,false,0,0.0,10,SUP-008
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,73612acc-e7cf-5644-814a-e34623fdd56b,31.27,372,0,0,0,2,26,428,548.53,11632.44,false,false,0,0.0,12,SUP-006
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,82b4a1b9-17b1-5303-a5a9-49182dff8a9e,47.49,204,0,0,0,0,42,231,54.26,9687.96,false,false,0,0.0,5,SUP-007
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,c4ca796a-6e8b-5a2c-bbb3-88a668a1c010,272.86,332,0,0,0,0,37,489,770.22,90589.52,false,false,0,0.0,10,SUP-008
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,381a6b5e-84ba-5bf3-8911-bd1a41447f29,201.83,340,0,0,0,0,40,398,153.05,68622.2,false,false,0,0.0,5,SUP-001
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,debaa2c9-dfff-5e96-8404-5f716a1b87ee,1937.59,170,0,0,0,0,28,225,152.51,329390.3,false,false,0,0.0,7,SUP-003
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,25952c06-8f89-5ae1-b3f1-da69dcdbc83b,557.5,324,0,0,0,1,28,347,357.3,180630.0,false,false,0,0.0,10,SUP-002
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,7fb3c272-0c4f-5c1b-b973-f390b08376da,371.3,322,0,0,0,0,39,451,668.3,119558.6,false,false,0,0.0,14,SUP-004
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,7018af0a-d059-54dd-b9df-ee36bc0fc236,2696.63,276,0,0,0,0,30,284,518.85,744269.88,false,false,0,0.0,14,SUP-004
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,28b4dd49-f13d-519c-b8cd-2aebd1a0c7c1,319.87,435,0,0,0,0,41,480,440.89,139143.45,false,false,0,0.0,7,SUP-003
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,ac51a9a3-eb0e-56fc-b673-1c41ad73b98a,2.92,260,0,0,0,0,24,325,68.54,759.2,false,false,0,0.0,5,SUP-007
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,68787ec0-899b-565c-b17c-2ffa584c08da,151.6,156,0,0,0,0,29,268,145.75,23649.6,false,false,0,0.0,7,SUP-003
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,a0d46afb-4d4d-5ae3-8bb7-cfcc8d9443db,1918.64,182,0,0,0,0,23,307,109.81,349192.48,false,false,0,0.0,10,SUP-005
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,ce3190b1-3f46-5923-9b97-b221cdc3cef6,79.69,283,0,0,0,1,22,357,79.74,22552.27,false,false,0,0.0,5,SUP-007
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,0ce47dc0-0b19-5ecf-81a8-13f87922b015,41.55,306,0,0,0,0,28,407,134.99,12714.3,false,false,0,0.0,5,SUP-007
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,90a95a19-650f-5788-84c7-962acaebfe82,1232.17,345,0,0,0,0,35,479,649.86,425098.65,false,false,0,0.0,14,SUP-004
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,131c2785-3157-5a9f-9058-f91e3db46380,1074.7,233,0,0,0,1,24,258,213.06,250405.1,false,false,0,0.0,10,SUP-002
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,ff8e65f0-9778-5121-ab61-355fe8f9137e,205.37,379,0,0,0,1,22,489,370.85,77835.23,false,false,0,0.0,12,SUP-006
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,4c8052c8-299e-501e-8340-7a0cd595fec6,248.16,274,0,0,0,1,47,358,374.68,67995.84,false,false,0,0.0,10,SUP-002
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,59cda184-2e64-5ccf-b5e2-f5de1785ea2e,144.7,147,0,0,0,0,35,238,39.17,21270.9,false,false,0,0.0,5,SUP-007
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,ea76b8c8-ea01-5fb7-92e2-c9c873972241,12.0,467,0,0,0,0,42,478,422.77,5604.0,false,false,0,0.0,5,SUP-001
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,bfdbeac8-2f40-5d81-a354-c07bf5f8c68b,16.77,202,0,0,0,0,42,305,55.93,3387.54,false,false,0,0.0,5,SUP-007
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,53fb9da3-7a22-5e41-8f93-559b49ed3f18,1935.46,263,0,0,0,1,23,386,275.25,509025.98,false,false,0,0.0,10,SUP-002
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,4d79613b-a3b2-5dab-acb0-287b815a7c7d,691.76,339,0,0,0,1,39,410,140.85,234506.64,false,false,0,0.0,5,SUP-001
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,f0b39a72-e44a-5af2-adae-a13cce83a9b8,493.22,113,0,0,0,0,46,204,69.91,55733.86,false,false,0,0.0,5,SUP-001
2022-07-24 00:00:00,faa1cde9-cfe0-506a-b028-9c08245fc32c,972e8deb-cc45-52d5-b3f5-00032c510ea8,365.41,220,0,0,0,0,33,266,472.81,80390.2,false,false,0,0.0,14,SUP-004
