Brand Id,Brand Name,Serial Pattern,Serial Hint
f711e08c-0098-55e6-923d-2ecef6877680,Casetify,,
254b03a6-161b-5bc2-acec-ee01dc21ee60,Cat,,
65da700d-6483-5e82-b096-294885a889da,Cisco,,
90d47212-ff9f-5efe-a79f-30b44e7f871c,Corsair,,
87e82f98-3632-59c2-9440-2bbf47ea830a,Coway,,
01d2c32a-ba34-5b1d-ba01-a77fe9cd57af,Creality,,
67f33837-6428-5f58-8179-30dc7832361d,CyberPower,,
a967a656-6d83-5ad8-b5c5-a581bf327f1f,CyberPowerPC,,
1a66fdd6-b6bd-5c48-9e9c-e4a72fc0429a,D-Link,,
ca57ef41-654a-594b-8f07-1e389dfa4fa1,Das Keyboard,,
72c84657-b7c9-5df2-8fc7-dbc63812e11e,Definitive Technology,,
17019f1e-045e-5500-ae74-1d3988a6a4cd,Dell,^[A-Z0-9]{7}$,"7 letters or numbers, e.g. 8XKN2Q1"
d2e28df1-5dd3-540d-afe4-bd6c0f9de109,Denon,,
87eb87ad-6e1c-57ba-8812-6ae876d7b973,Dremel,,
e26f7bc5-a135-5733-a021-f31b679c7fb3,Ducky,,
d5878d60-945f-5b51-ac42-d8f74a3eda1c,ELAC,,
f1addfef-dd27-5e1f-92f9-37418df97226,Ecobee,,
bd33a454-96d5-5135-a677-80bf41c3b6d2,Emerson,,
a7d469cc-a3d8-5ffb-80b4-f4b866865f1e,Epson,,
0bcad599-ebba-5406-a6c4-f52491d2cc57,Eufy,,
fb56ddd2-8d44-5ee5-9fb5-c9126e61c874,Fortinet,,
0abb0608-e9ee-531c-8994-406c063c6296,Frigidaire,,
eceb9921-99aa-5ebb-ba36-317b6914b032,GE Profile,,
bc29af2c-f8d7-540c-aa06-0bb5ac84d904,Garmin,,
c4bf2400-a3dc-55b0-9579-aeacd7405777,Goal Zero,,
9a2ae9ad-c3a6-54f0-aaf6-9b8ce06f4fa0,Google,,
7fb536f4-9f05-56c1-98aa-e0d0f300c446,Google Nest,,
3a02a3ba-b444-5bbd-804d-8e40774b3f22,Govee,,
77111639-875f-5f14-a773-22a79de3f12a,HP,,
3fbb37fe-bc60-5962-9b35-a7a417b2ee8c,HTC Vive,,
3631e630-b588-5baa-87f4-0f77459aa9e8,Haier,,
7f470c5e-77ba-5bcb-9efb-6d621ca7bf28,Haiku,,
4f28e724-aae4-58cf-860e-8adc6460acee,Herman Miller,,
7f2a5188-8b52-5653-b44c-33f32a6ed9ff,Hisense,,
5b94b49a-1a89-550d-96b5-fa74880e8ed9,Honeywell Home,,
57ab3d00-8579-5925-8e5e-76a93c8178a1,Huawei,,
177a29a4-71cc-558c-a362-8c23b09f4a6f,Hunter Douglas,,
472a0406-73d7-50af-97b2-6a96f4f8266a,HyperX,,
f7ef1b9f-56bf-5a98-b5c8-8550f7e6cc5b,JBL,,
74d497a4-ce0d-585e-a405-3546173510e2,JL Audio,,
519a7186-2914-5c26-b5c6-132724c76b09,JVC,,
99d0f70d-a775-5685-96a7-451d5977a412,Jaybird,,
a73f57cf-1c58-5d9f-87ae-50fff72e17de,Juniper,,
170e6f97-c572-5d88-9015-ee2ee1b3c3f7,KEF,,
fb6c0d0d-4edd-5590-b3ef-75d7b9c52e0c,Kenwood,,
6609241f-64d1-58a1-98fc-88af55ab2803,Kicker,,
77b4c0d4-c04a-57a9-b3f4-00ddc41325c1,Kingston,,
0a14067f-6da2-5723-9819-96c98eb728df,Klipsch,,
f830d053-dcc2-59d4-8286-5792143628be,LG,,
6d42a06f-b906-57aa-b059-94c1acb548ba,LG ThinQ,,
40c4318e-a901-56a9-8a5d-b4853c907143,LIFX,,
44e1d318-61fd-506b-8269-beb76129a5bb,LaCie,,
5c4fd519-c017-5982-9e18-50150c90d535,LeapFrog,,
9c073e66-98e9-5de2-85e6-ca756ded864b,Lenovo,^[A-Z]{2}-[A-Z0-9]{8}$,"two letters, a dash, then 8 letters or numbers, e.g. PF-0GHT29XK"
0cff5876-1793-5399-a5e2-2bfb2ae7ae04,Lenovo Legion,,
6b16552a-034e-5563-b3fe-1da4a029ecae,Lexar,,
aac8302e-c074-546a-81b6-c516527dd1e5,Lexmark,,
45c3b0ad-7370-5464-9443-4d62354fdec9,Liebert,,
f9105f8b-4ea8-53cc-b600-7848e7f1e3fa,Linksys,,
852d3300-b6d6-5521-bed0-334f3bdb9ef3,Logitech,^\d{10}[A-Z]{2}$,"10 digits then 2 letters, e.g. 2417883095QT"
6f7b11ac-c86a-5bdf-866b-f6482fbb9ddc,Lutron,,
fddc14c1-521d-5d56-88ea-b223febbf517,MINUTEMAN,,
a7b68ff9-1f4c-5758-b28a-209a1d6b7c6c,MSI,^MSI-\d{8}$,"MSI- followed by 8 digits, e.g. MSI-40218837"
b26b2906-1c4f-56be-8392-d2de5d5e01e8,Marantz,,
bb427257-baee-57e5-a074-a1d44ba966e4,Marshall,,
8c2af7bb-e134-576c-bdac-0b60a721ae37,Meta Quest,,
aa553bb2-2de8-5589-bd11-e3786fe42e81,Microsoft,,
a3f6f4fb-4090-552b-ad57-1fdc5ce8d789,Microsoft Xbox,,
63080b47-c4cc-5a33-aa89-caaaa1d3cea8,Midea,,
28f891bb-088a-5c18-8529-bfd52a1cb700,Mogami,,
be7b3d8e-63b5-5723-b421-dfdff6984ebb,Molekule,,
7a19358d-61f2-5b99-9a26-2ab0c29cc345,Monoprice,,
5201946a-3828-5dcd-bb60-ad3e1ba625db,Monster,,
d75bdcfd-8af3-573f-aba5-b547d24646ea,Montblanc,,
371272e6-5b3f-56de-b8c8-793b319769c0,Mophie,,
625a5a95-d9c3-5ff2-b187-69d31d5424f2,Motorola,,
52fb9be6-323d-5878-9421-07eb75feefe9,NETGEAR,,
4bd734cc-1977-5dbb-8090-cc89cd5c4e4a,NVIDIA,,
1fc32cfe-7628-56ee-989d-f72e5aafd1d8,Nakamichi,,
cf210f80-bb8e-5357-81d3-7f8ea6d2c535,Native Union,,
a0733642-3c58-5cb9-aa28-8a0610eaa40c,Nest,,
5b5e447f-312d-53fa-ac24-87aa98520cec,Nikon,,
eb67e110-e951-5939-b711-9f2771fce272,Nintendo,,
3200a984-5029-504e-af14-9c13bf306e10,Noblechairs,,
edfb4121-7740-5f84-bdbc-7bfa2ccdef88,Olympus,,
78194b53-06d2-5331-be3b-9822a9343d18,Oppo,,
114f6d82-0552-5196-bfd2-372be43e5638,Optoma,,
076c7eec-f848-50a6-b7b3-de3c50ede262,Origin PC,,
f717f452-8ce8-5db5-8a27-a4ae5ed81171,OtterBox,,
66910784-1c9d-5068-b221-3fd7326dd69e,PNY,,
7a7750ec-eeef-5844-8e21-447961297b15,Panasonic,,
4bf5b007-1450-5fdb-972a-feef38862c65,Peak Design,,
ac713c41-91ff-5962-8e50-899f7e5c1822,Philips,,
c3972790-1acd-5152-abf1-37ecf892cc72,Pioneer,,
ce3fabcc-a57c-536b-9c13-b7025cd6a2ee,Polar,,
4b647789-2526-57cb-88e5-8401d56be4ef,Prusa,,
5f8254e1-1371-5442-abfb-0615ff3b9431,Q Acoustics,,
6d4a91d2-0b35-54d8-baa2-8e8adb66df0f,Razer,,
8433be02-3b96-5d00-b8f6-46a73d2b1015,Ricoh,,
c7a94865-436c-5cee-878d-ef69dbcbde66,Ring,,
bb9213e3-e69d-5197-a0e1-280564694f3c,Rockford Fosgate,,
ffb295bf-9bc1-5649-ba63-c685ca16fdda,Rode,,
8805c7da-24d5-58e7-883a-4ad15f4eebcb,SVS,,
11789291-e827-5471-9967-7e76ecca7f41,Samsonite,,
221ffc9a-9703-50a2-87b4-f97dd06acdd4,Samsung,^[A-Z0-9]{11}$,"11 letters or numbers, e.g. R58M902KLTY"
1d39ee9c-341a-520a-bea7-75cd7df9902d,SanDisk,,
e8125c6a-598e-5375-a6f6-6bd928cf7963,Seagate,,
66d233e6-2a89-50b4-ab55-df57e1a8e809,Secretlab,,
f0c79e2d-9e09-50af-89f5-0da5ace9f15a,Sega,,
5fcc918e-9979-532a-9061-938fa1c2ed5d,Sengled,,
23b352ad-17c7-5a4d-921c-6b804e5c27e7,Shure,,
84c3171d-b108-5fff-8214-dda9f485aabd,Soma,,
0e88083f-5470-56c7-b165-362f79768ff3,SonicWall,,
1c00bfed-12ec-5a20-9797-ce1a87e2d080,Sonos,,
9a468472-96ab-5128-8e47-c15dac9e261b,Sony,,
539367bc-c6b1-5bac-87c6-2b59a8637a3e,Sony PlayStation,,
dcd2789d-1a97-5b2c-8f1a-576fe0f98481,SteelSeries,,
c231e8ee-535b-5e06-b397-8ceae0513350,Suunto,,
23bbd092-1055-5698-9d48-91ac832249b8,Synology,,
ab1e26e6-84b6-5810-98b4-27e337ee60c1,TAG Heuer,,
5c9c1393-7ca6-550f-bf3b-7a1d41458f39,TCL,,
d4f8d40c-0e53-53ec-a9e0-5cc3184bb744,TP-Link,,
0230cb17-b8c3-51c8-b0c8-99daa2ea6836,TP-Link Kasa,,
f82491c4-86e6-5936-85d0-93f765554dab,TRENDnet,,
c6929219-927c-5ac5-af9c-35686e399164,Tado,,
4b7d456e-7858-55e7-8782-3e27ce65a4f3,Targus,,
45b0ee71-8807-5212-89bc-3cc535c19ecb,TerraMaster,,
06a2a827-98ae-5caa-827f-a425f1077a9f,Thule,,
0d15a324-14de-5199-b03e-bb82dbb57360,TiVo,,
a9d73e20-4f4e-54bc-8d4d-1178a67fbea9,TickTalk,,
8d5947b2-6ad9-57a2-9356-a656d150d496,Tripp Lite,,
8db2d5af-656e-5fc5-bd70-651ae2808019,UAG,,
ba9f8ae9-72fb-58d3-9901-ab40b7b9de1b,Ubiquiti,,
b0a5ccb2-4426-5b46-87c2-cae552da0b5d,Ugreen,,
e1e4ab0b-98cb-54d6-8218-2e09fd4a4de2,Ultimaker,,
31dc2a80-ed2e-5410-b17e-7735535045e3,Ultimate Ears,,
50786410-e3ab-5956-9986-1b7508260b8e,VAVA,,
57e5669e-1cec-52e8-a10c-14ff45065c3f,Valve,,
8872a4d6-7a8c-5844-aa93-386356eba531,ViewSonic,,
1efddd04-5e80-5a6d-876f-3da078b43817,Vizio,,
95a89d0c-bf8f-5702-a575-769e5fc75f22,Western Digital,,
c1619100-1557-5bef-ab2c-ece1c3dcaa2f,Windmill,,
bf5c3b1e-5ffd-5fd6-8960-69ffa81283a0,Wyze,,
1e91c502-ad6a-566f-bdc2-7414a34e3809,Xerox,,
98d3c2c2-8a75-54d5-b763-4fce1a636a62,Xiaomi,,
d25313b5-09b1-5335-9478-e6ef0c2de10a,ZUGU,,
f9fb03cd-d0d9-57a9-8926-683a39ad6b7e,hOmeLabs,,
